category,question,answer
صکوک,مراحل دریافت خدمت صکوک چگونه است؟,ثبت درخواست، بررسی شرایط اولیه توسط کارشناس، بررسی مستندات و بازدید حضوری توسط کارگزار، بررسی گزارش کارگزار توسط کارشناس و ارائه گزارش نهایی در کمیته و اخذ مصوبه در کمیته مربوطه، ابلاغ نامه قبولی صدور ضمانت نامه اعتباری به بانک عامل یا ابلاغ نامه قبولی رکن ضامن به سازمان بورس و اوراق بهادار، ارسال نامه درخواست بانک مبنی بر مشخص نمودن ضمانت نامه مورد نیاز از صندوق یا ارسال موافقت نامه اصولی سازمان بورس، صدور مصوبه ضمانت نامه و ارجاع آن به واحد حقوقی جهت اخذ کارمزد و وجه تضمین و ارائه ضمانت نامه به بانک عامل یا انعقاد قرارداد ضمانت با ناشر.
صکوک,برای ثبت درخواست خدمت صکوک چه مدارکی مورد نیاز است؟,ارائه‌ی صورت مالی حسابرسی شده‌ و اظهارنامه مالیاتی برای 2 سال مالی اخیر رسید گزارش خرید و فروش فصلی و یا اظهارنامه مالیات بر ارزش افزوده چهار فصل اخیر لیست بیمه تامین اجتماعی شرکت در سه سال اخیر تکمیل کاربرگ های مربوطه که شامل اطلاعات زیر است: برنامه عملیاتی برای رشد تولید و فروش در طول دوره اوراق اطلاعات مربوط به قراردادهای جاری یا سفارش‌های اخذ شده فهرست هزینه‌های انجام شده و مورد نیاز اجرای طرح به تفکیک سرفصل هزینه‌ها مستندات هزینه­های مورد نیاز (پیش فاکتورهای معتبر و به روز، فاکتورهای خرید اخیر و ...) تأییدیه ها و مجوزهای مورد نیاز برای تولید و فروش تکمیل فرم اثربخشی خدمات تسهیلاتی دریافتی قبلی از صندوق (به صورت مستقیم یا با اخذ معرفی‌نامه) در صورت شمول تکمیل تعهد نامه پیش بینی فروش کمی و ریالی محصول دانش بنیان در طول دوره اوراق ارائه مستندات و شواهد برای احراز توان شرکت مبنی بر تولید و فروش محصول دانش بنیان به میزان مندرج در تعهد نامه
رشد تولید، تثبیت تولید، تامین مالی قرارداد و ضمانت نامه اعتباری,ضمانت نامه اعتباری صندوق نوآوری و شکوفایی برای کجا و چه تسهیلاتی قابل ارائه است؟,ذی نفع ضمانت نامه اعتباری صندوق نوآوری بانکهای همکار صندوق هستند و این ضمانت نامه برای تسهیلاتی که شرکتها به صورت مستقیم توسط صندوق به بانک معرفی می شوند و یا تسهیلات مرتبط با محصول دانش بنیان که توسط خود شرکت از بانک اخذ شده و نیازمند تضمین صندوق نوآوری است، قابل ارائه خواهد بود.
رشد تولید، تثبیت تولید، تامین مالی قرارداد و ضمانت نامه اعتباری,چه شرکت‌هایی امکان استفاده از تسهیلات رشد تولید، تثبیت تولید و تامین مالی قرارداد را دارند؟,تمامی شرکت‌های دانش‌بنیان مورد تأیید کارگروه ارزیابی و تشخیص صلاحیت شرکت‌ها و موسسات دانش‌بنیان معاونت علمی و فناوری ریاست جمهوری (مندرج در pub.daneshbonyan.ir) امکان استفاده از این خدمت را دارند.
رشد تولید، تثبیت تولید، تامین مالی قرارداد و ضمانت نامه اعتباری,چه شرکتهایی امکان استفاده از ضمانت نامه اعتباری صندوق نوآوری و شکوفایی را دارند؟,تمامی شرکت‌های دانش‌بنیان مورد تأیید کارگروه ارزیابی و تشخیص صلاحیت شرکت‌ها و موسسات دانش‌بنیان معاونت علمی و فناوری ریاست جمهوری (مندرج در pub.daneshbonyan.ir) امکان استفاده از این خدمت را دارند.
رشد تولید، تثبیت تولید، تامین مالی قرارداد و ضمانت نامه اعتباری,سقف میزان تسهیلات رشد تولید، تثبیت تولید و تامین مالی قرارداد برای شرکت‌های دانش‌بنیان بر چه اساسی تعیین می‌شود؟,میزان تسهیلات رشد تولید و تثبیت تولید قابل ارائه به شرکت‌های دانش‌بنیان بر اساس هزینه تمام شده تولید محصول دانش بنیان تعهد شده طی یک سال آتی بعد از دریافت تسهیلات و دوره گردش شرکت محاسبه می گردد. در ارتباط با تامین مالی قرارداد، میزان تسهیلات بر جریان نقد قرارداد و نیاز مالی احراز شده برای آن تعیین می گردد.
رشد تولید، تثبیت تولید، تامین مالی قرارداد و ضمانت نامه اعتباری,برای ثبت درخواست تسهیلات رشد تولید، تثبیت تولید و تامین مالی قرارداد، چه مدارکی مورد نیاز است؟,برای این تسهیلات ارائه مدارک زیر الزامی است: اظهارنامه مالیاتی و صورت مالی حسابرسی شده برای دو سال اخیر رسید گزارش خرید و فروش فصلی و یا اظهارنامه مالیات بر ارزش افزوده چهار فصل اخیر شرکت لیست بیمه تامین اجتماعی شرکت در سه سال اخیر کاربرگ تکمیل شده مرتبط با تولید و فروش محصول دانش بنیان تکمیل تعهد نامه پیش بینی فروش کمی و ریالی محصول دانش بنیان طی یک سال آتی بعد از دریافت وام مستندات و شواهد(از قبیل فعال نمودن ظرفیت های خط تولید موجود، اخذ مجوز جدید، انعقاد قرارداد جدید و ...)برای احراز توان شرکت مبنی بر تولید و فروش محصول دانش بنیان به میزان مندرج در تعهد نامه در ارتباط با تامین مالی قرارداد علاوه بر مستندات فوق، ارائه قرارداد معتبر، تکمیل فرم استعلام وضعیت قرارداد مهر و امضا شده توسط کارفرما و ارائه ضمانت نامه های مرتبط با آن قرارداد الزامی است. تکمیل فرم اثربخشی خدمات تسهیلاتی دریافتی قبلی از صندوق (به صورت مستقیم یا با اخذ معرفی‌نامه) در صورت شمول تأییدیه ها و مجوزهای مورد نیاز برای تولید و فروش
رشد تولید، تثبیت تولید، تامین مالی قرارداد و ضمانت نامه اعتباری,برای ثبت درخواست ضمانت نامه اعتباری، چه مدارکی مورد نیاز است؟,برای این تسهیلات ارائه مدارک زیر الزامی است: اظهارنامه مالیاتی و صورت مالی حسابرسی شده برای دو سال اخیر رسید گزارش خرید و فروش فصلی و یا اظهارنامه مالیات بر ارزش افزوده چهار فصل اخیر شرکت لیست بیمه تامین اجتماعی شرکت در سه سال اخیر نامه ی بانک خطاب به صندوق نوآوری مبنی بر پذیرش ضمانت نامه اعتباری برای تسهیلات شرکت که در آن مبلغ وام مصوب، مبلغ ضمانت نامه، مدت وام، دوره بازپرداخت و تعداد مراحل بازپرداخت درج شده باشد. نامه ی درخواست شرکت خطاب به رئیس محترم صندوق مبنی بر صدور ضمانت نامه اعتباری که در آن نام بانک ذی نفع، مبلغ ضمانت نامه، نام شعبه و کد شعبه درج شده باشد. تکمیل تعهد نامه پیش بینی فروش کمی و ریالی محصول دانش بنیان طی یک سال آتی بعد از دریافت وام مستندات و شواهد(از قبیل فعال نمودن ظرفیت های خط تولید موجود، اخذ مجوز جدید، انعقاد قرارداد جدید و ...)برای احراز توان شرکت مبنی بر تولید و فروش محصول دانش بنیان به میزان مندرج در تعهد نامه تأییدیه ها و مجوزهای مورد نیاز برای تولید و فروش در صورت نیاز معرفی ضامن حقوقی معتبر و ارائه صورت مالی حسابرسی شده برای آخرین سال مالی به همراه رزومه شرکت ضامن
ودیعه رهن,چه شرکت‌هایی امکان استفاده از تسهیلات ودیعه رهن را دارند؟,حداکثر 5 سال از تاریخ تاسیس یا فعالیت شرکت گذشته باشد درآمد شرکت در سال گذشته کمتر از 100 میلیارد ریال باشد. محل استقرار معرفی شده درخواستی متعلق به اعضای هیات مدیره و سهامداران شرکت نباشد. محل درخواست متقاضی در استان محل ثبت شرکت در روزنامه رسمی باشد. شرکت دارای لیست بیمه نیروی انسانی ثبت شده در سامانه تامین اجتماعی باشد. شرکت باید برنامه افزایش نیروی انسانی، افزایش فروش محصولات دانش بنیان و یا برنامه مشخصی برای توسعه محصولات دانش بنیان داشته باشد.
ودیعه رهن,مراحل تمدید تسهیلات ودیعه رهن محل کار چگونه است؟,ثبت درخواست تمدید 2 ماه قبل از اتمام قرارداد و ارائه مسستندات تحقق تعهدات داده شده در زمان اخذ تسهیلات، بررسی تحقق شروط نظارتی و بازدید از محل اجاره توسط کارگزار و تصویب تمدید در کمیته و ارجاع مجدد به بانک جهت تمدید تسهیلات ودیعه رهن
ودیعه رهن,زمان ارزیابی صندوق برای درخواست تسهیلات ودیعه رهن چند روز است؟,30 روز زمان ارزیابی در صندوق و 30 روز زمان انعقاد قرارداد در بانک
ودیعه رهن,سقف میزان تسهیلات ودیعه رهن محل کار برای شرکت‌های دانش‌بنیان بر چه اساسی تعیین می‌شود؟,حمایت تا سقف 70% ارزش کل رهن بر اساس نظریه کارشناسی رسمی (در شهر محل ثبت شرکت) به صورت قرض‌الحسنه سقف تسهیلات در شهر تهران 10،000میلیون ریال، کلان‌شهرها 7،500 میلیون ریال و سایر شهرها 5،000 میلیون ریال این تسهیلات یک ساله بوده و به مدت دو سال قابل تمدید است.(در صورت دستیابی به اهداف تعیین شده در سال‌های آتی قابل تمدید است)
ودیعه رهن,برای ثبت درخواست تسهیلات ودیعه رهن محل کار چه مدارکی مورد نیاز است؟,لیست بیمه سه ماه اخیر، اظهار نامه 2 سال اخیر، فروش فصلی 4 فصل اخیر، مستندات اجاره محل فضای فعلی و دلایل توجیهی درخواست تسهیلات ودیعه رهن و برنامه توسعه شرکت، تعهد نامه افزایش نیروی انسانی، افزایش درآمد و توسعه محصول و اخذ مجوزات مربوطه
ودیعه رهن,مراحل دریافت تسهیلات ودیعه رهن محل کار چگونه است؟,ث بت درخواست، بررسی شرایط اولیه توسط کارشناس، بررسی مستندات و بازدید حضوری توسط کارگزار، بررسی گزارش کارگزار توسط کارشناس و ارائه گزارش نهایی در کمیته و اخذ مصوبه در کمیته مربوطه، معرفی ملک توسط شرکت، ارزیابی ملک توسط کارشناس رسمی دادگستری در واحد حقوقی و صدور معرفی نامه نهایی به بانک بر اساس مبلغ کارشناسی شده، مبلغ توافق شده با موجر و سقف تسهیلات مصوب شده، مراجعه شرکت به بانک و ارائه مستندات و انعقاد قرارداد با موجر و بانک مطابق ضوابط بانک، پرداخت تسهیلات توسط بانک
